Broad Domain 1,Broad Domain 2,Broad Domain 3,Hoos TC Title ,Undergrad scenario body,Undergrad scenario body #2 (negation scenarios only),Undergrad comprehension question,Undergrad correct response,Undergrad incorrect response,Undergrad photo link,Undergrad photo name,Letters Missing,Occurrence
Academics/Work/Career Development,,,Future limitations,This morning you hear the news that a lot of classes are currently limiting their number of students. You are in your last year of undergrad and you think about what will happen if you cannot enroll for the classes you need to finish your major this semester. You decide that finding classes next semester will be possible.,N/A,"If you are unable to enroll in a class you need for this semester, you will probably ...",Wait until next semester to enroll.,Be unable to graduate on time.,https://drive.google.com/file/d/1VGbPBARSLQCK6nJ7oQQGzRTdWEUzb4dO/view?usp=sharing,64.jpeg,all,2
Academics/Work/Career Development,Social Situations,,Brief Introduction,"You are in class, and the professor asks all students to stand up and introduce themselves. During your brief presentation, you momentarily forget what you planned to say, and the class stares at you looking annoyed. ","In the end, you realize that everyone has these moments, and you quickly recover. As you finish introducing yourself, you see that the others are listening with keen interest.",Did the other people think you were boring?,No,,https://drive.google.com/file/d/1lgF7Z1c-zfEyeOyad_Bo6EmeBmmYmSe7/view?usp=sharing,65.jpeg,all,2
Academics/Work/Career Development,Social Situations,,Train of thought,"You are giving a presentation in class. During one of your slides, you lose your train of thought and have to take a moment to look over your notes. As you start again, you think that losing one's train of thought while presenting is normal.",N/A,Is it normal to lose your train of thought while presenting?,Yes,,https://drive.google.com/file/d/1PHmQe4AQ2pdApKjmB9uPD73GJXIyik1b/view?usp=sharing,66.jpeg,all,3
Academics/Work/Career Development,Mental Health,,Unfinished Work,"You had a very busy day, and were not able to get all of your tasks done. While at dinner with a friend, they brag about how they finished everything on their to-do list. Thinking about whether you can complete your work tomorrow, you feel confident.",N/A,Will you get everything done?,Yes ,,https://drive.google.com/file/d/1b4FsJv5cKIMQtEO-gCgq-Ezc9XEaINoP/view?usp=sharing,67.jpeg,all,2
Academics/Work/Career Development,,,Class Clowns,Your Professor calls on you to answer a question. As you start to talk you hear a loud burst of laughter behind you. Your classmates are laughing at a joke.,N/A,Are your classmates laughing at you?,No,,https://drive.google.com/file/d/1N-h1oDhAEgaw_56cFBMGZAp4l_MONTJU/view?usp=sharing,68.jpeg,all,2
Academics/Work/Career Development,,,Waiting for Big News,"Today, you will receive an important email. It will tell you whether you got accepted to or rejected from the summer intership you really want to do. As you think about waiting for the email, you feel excited.",N/A,Are you miserable waiting for the important email?,No,,https://drive.google.com/file/d/1N6vR25DLC0FZk7m0Kj9cqT3vnyjdyQOA/view?usp=sharing,43.jpeg,all,3
Academics/Work/Career Development,Social Situations,,Not Invited to Dinner,"You just started at a new job and you work with lots of new people. You hear a few of them laughing together and talking about going out to dinner, but they don't invite you along. As you think about your future with this group, you feel okay.",N/A,Is it too late to befriend your new coworkers?,No,,https://drive.google.com/file/d/1nVCrQvzsMF5KCRUZMiYr0rakkwQqslrO/view?usp=sharing,69.jpeg,all,4
Academics/Work/Career Development,Family & Home Life,,Disappointing News,You have recieved a poor score on an exam and tell your parents over the phone. They don't say anything when you tell them your grade. They are probably feeling disappointed.,,Are your parents disappointed that you got a bad grade?,Yes,,https://drive.google.com/file/d/1Srg7WWskU86agc1Xzr0g_QYySWH4zGS8/view?usp=sharing,61.jpeg,all,3
Academics/Work/Career Development,Mental Health,,First Impressions,"A new professor is hired for the class you are looking forward to the most, and you hear that he is a tough grader. You meet him for the first time and talk about the class. Getting up to leave at the end of your meeting, you think that he found you to be intelligent.",N/A,Does your new professor have a good opinion of you?,Yes,,https://drive.google.com/file/d/1HqiTE-Prk9nPEql4rphcp64fbwE9fnxx/view?usp=sharing,70.jpeg,all,2
Academics/Work/Career Development,Mental Health,,Evaluation results,"You just finished a hard exam, and you are not sure whether you did well or not. You feel nervous as you think about what grade you will get. You think being nervous is manageable.",N/A,Can you tolerate your nervousness as you wait to find out your grade?,Yes,,https://drive.google.com/file/d/1bf9wnNLkpAlmRwV5Zfu-4kD42O_5A8eS/view?usp=sharing,15.jpeg,all,4
Academics/Work/Career Development,Social Situations,,Expressing Your Ideas,While working in a group for a project you tell your ideas to your group. The other members of the group don't react. They must be thinking about the project.,N/A,Do the members of the group think your ideas are bad?,No,,https://drive.google.com/file/d/1LZX5Q9czPuvVzkKhTglyiF6nhzh1mqA1/view?usp=sharing,71.jpeg,all,2
Academics/Work/Career Development,,,Managing Multiple Positions,"You recently decided to join a new club on top of being on the executive team in another club. At a meeting for the new club, you brought the wrong notebook and have notes for the other club, which aren't useful here. You think managing being in both clubs will be difficult.",N/A,Will it be hard to be in both clubs?,Yes,,https://drive.google.com/file/d/1riJmfoH9pMuH_OSdp0f7YQKFJ6FTfNrO/view?usp=sharing,72.jpeg,all,2
Academics/Work/Career Development,Mental Health,,Judging Your Performance,"You studied hard for an important test. You see that you got a lower score than you expected. You think about whether you will be able to pull your grade up with the next test, and realize this was the last test.","Right now you aren't happy, but you think about your overall course grade. You realize that you will pass.",Will you fail the class?,No,,https://drive.google.com/file/d/10SQmYfVuHzcGYJjADi5bmTtG4gXr2V9x/view?usp=sharing,17.jpeg,all,2
Academics/Work/Career Development,Social Situations,,Group Project Due,"In class, you have been assigned a group project worth a large part of your grade. The due date is soon, and your groupmates still haven't completed their portion of the work. You reach out to them, and they begin working in a timely manner.",N/A,Your groupmates are likely...,Grateful that you politely communicated your concerns over their contribution. ,Annoyed that you're telling them what to do. ,https://drive.google.com/file/d/1ZodO1F5ZuiDVjiFxjsv5k2GCuLpQwIRf/view?usp=sharing,73.jpeg,all,2
Academics/Work/Career Development,Social Situations,,Important evaluation,You have almost completed an important course. Part of your grade will be determined by a presentation that is to be graded by your classmates. You know most of them and feel that their opinions of you will make them grade your work more favorably.,N/A,Your classmates will probably ...,Give you a good score.,Give you a bad score.,https://drive.google.com/file/d/1FcB5CvXNaJdV8qJE0nz1NN6MVKPtk2zJ/view?usp=sharing,74.jpeg,all,2
Academics/Work/Career Development,,,Your Resume,"You are preparing to apply to graduate school. You have a meeting with a potential advisor tomorrow, and you know that a good resume will be an important factor.  As you look over your resume, you think that the potential advisor will be favorable.",,Your potential advisor will probably think,That your previous experience is a good fit for the job.,That your listed skills are unimpressive.,https://drive.google.com/file/d/12Cgn_OOe7x5Oai-qSUktQ4QZ57TSL-zp/view?usp=sharing,75.jpeg,all,3
Academics/Work/Career Development,Social Situations,,Zoning Out,You are sitting in your online classroom and space out for a minute. Your professor calls on you to answer a question and you didn't hear it. You ask her to repeat her question and this makes you feel ok.,,Are you comfortable asking your professor  to repeat her question?,Yes,,https://drive.google.com/file/d/1ZxZ_841mwj2NoY_cCWf9GHGmHmnONE6A/view?usp=sharing,76.jpeg,all,3
Academics/Work/Career Development,Family & Home Life,,Supportive Person ,"You want to talk to someone about your plans for the future, but don't want to talk to your guardian about it. You think about other adults in your life, and decide to talk to your mentor. When you think about their reaction, you think they will probably be encouraging.",N/A,Do you feel worried about talking to your mentor about your plans for the future? ,No,,https://drive.google.com/file/d/1qKLzJvu3ftF-gQS35abj99xkrcgmZQX_/view?usp=sharing,77.jpeg,all,2
Academics/Work/Career Development,Mental Health,,Sitting in a Meeting,You are in an important meeting and you need to pay attention. Halfway through the meeting you realize you have been zoning out and don't know what is going on. You think something must be wrong with you.,"You take a few sips of water and start to feel more awake, remembering that you didn't get as much sleep as usual last night. You decide you are just tired.",Is your zoning out a sign of something wrong with your brain?,No,,https://drive.google.com/file/d/10fLWhto09ulpTOoQ_oICa06UK6vWzttW/view?usp=sharing,48.jpeg,all,4
Academics/Work/Career Development,,,Write Your Own,,,,,,,,write your own,45
Academics/Work/Career Development,,,Write Your Own,,,,,,,,write your own,45
